鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
中和區,房地(土地+建物),新北市中和區景平路391~420號,9.45,住,,,1071209,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960321.0,99.33,3,2,2,有,有,12000000,120809.0,,0.0,0,含增建或未登記建物。;,RPSOMLOLKINFFHF98CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區三民路61~90號,28.65,住,,,1071023,土地1建物1車位2,九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951103.0,337.5499999999999,5,2,3,有,有,37000000,109613.0,坡道平面,56.32,0,,RPTNMLSJJHOFFGF98CA
三重區,房地(土地+建物)+車位,新北市三重區集英路61~90號,21.64,住,,,1071118,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971224.0,148.26,3,2,2,有,有,17500000,118036.0,坡道平面,37.74,0,,RPXOMLMJJHOFFGF88CA
三重區,房地(土地+建物),新北市三重區中正南路211~240號,8.46,住,,,1070922,土地1建物1車位0,十四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021206.0,92.13,2,1,1,有,有,11550000,125366.0,,0.0,0,,RPOOMLMJJHOFFGF97CA
三芝區,房地(土地+建物),新北市三芝區樂全街31~60號,43.21,,山坡地保育區,丙種建築用地,1071120,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850601.0,102.18,1,1,1,有,有,2180000,21335.0,,0.0,0,,RPWPMLSJJHOFFEF66CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段61~90號,55.48,住,,,1071026,土地1建物1車位3,二十二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000214.0,468.63,4,2,3,有,有,35000000,74686.0,坡道平面,73.71,0,,RPTPMLPKJHOFFEF78CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段211~240號,8.07,商,,,1020830,土地1建物1車位1,二十層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229.0,106.23,2,2,1,有,有,6940000,69265.0,坡道機械,15.42,650000,,RPQNMLRLKINFFEF68CA
淡水區,房地(土地+建物),新北市淡水區新市一路三段121~150號,17.24,住,,,1071008,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971111.0,126.83,3,2,2,有,有,8580000,67650.0,,0.0,0,二親等買賣,RPURMLQLKINFFEF76CA
淡水區,房地(土地+建物)+車位,新北市淡水區北新路181~210號,14.55,住,,,1071204,土地1建物1車位1,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840728.0,116.92,2,2,1,有,有,5675000,48537.0,坡道平面,32.44,0,,RPPUMLOLKINFFEF98CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段241~270號,11.0,商,,,1021011,土地1建物1車位1,七層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229.0,153.7,3,2,2,有,有,8970000,64871.0,坡道平面,30.84,1000000,,RPQTMLPLKINFFEF09CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段181~210號,50.84,住,,,1071111,土地1建物1車位2,二十五層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050624.0,308.28,0,0,0,無,有,29380000,104555.0,坡道平面,43.54,1700000,,RPSTMLPLKINFFEF66CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段271~300號,10.94,商,,,1070803,土地1建物1車位1,十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229.0,152.93,3,2,2,有,有,10310000,74208.0,坡道平面,30.84,1250000,,RPUTMLPLKINFFEF86CA
汐止區,房地(土地+建物)+車位,新北市汐止區建成路57巷31~60號,10.83,住,,,1071122,土地2建物1車位1,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871113.0,106.68,2,2,2,有,有,10000000,93738.0,坡道平面,0.0,0,,RPUOMLRLKINFFDF09CA
汐止區,房地(土地+建物),新北市汐止區大同路三段601~630號,5.35,住,,,1071122,土地1建物1車位0,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880201.0,48.55,0,0,0,無,有,2800000,57673.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLOLKINFFDF78CA
新店區,房地(土地+建物)+車位,新北市新店區安民街156巷31~60號,17.95,住,,,1071119,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990610.0,138.68,3,2,2,有,有,13300000,95904.0,坡道平面,33.06,0,,RPSOMLLKJHOFFCF97CA
新莊區,房地(土地+建物),新北市新莊區新泰路391~420號,18.66,住,,,1071121,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880503.0,115.81,3,2,2,有,有,10250000,88507.0,,0.0,0,含增建或未登記建物。;,RPTNMLNJJHOFFBF97CA
新莊區,房地(土地+建物)+車位,新北市新莊區中和街175巷1~30號,19.62,住,,,1071128,土地1建物1車位1,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831111.0,162.52999999999997,4,2,2,有,有,13000000,79985.0,坡道平面,37.3,0,,RPTOMLMJJHOFFBF97CA
新莊區,房地(土地+建物),新北市新莊區昌平街71巷1~30號,13.79,住,,,1071028,土地1建物1車位0,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840713.0,107.18,3,2,2,有,有,9000000,83971.0,,0.0,0,急買急賣。;,RPTPMLSLKINFFBF98CA
新莊區,房地(土地+建物)+車位,新北市新莊區新樹路601~630號,25.16,商,,,1071212,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970424.0,185.66000000000003,3,2,2,有,有,10500000,56555.0,坡道平面,41.39,0,,RPQRMLRLKINFFBF78CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段1~30號,13.19,商,,,1071118,土地1建物1車位1,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970729.0,146.3,2,1,1,有,有,11000000,75188.0,坡道平面,39.18,0,親友、員工或其他特殊關係間之交易。;,RPVPMLPLKINFFBF88CA
板橋區,房地(土地+建物)+車位,新北市板橋區南雅南路二段91~120號,17.54,住,,,1070825,土地2建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000602.0,165.74,3,2,2,有,有,24790000,178535.0,坡道平面,36.97,1800000,土地款(含車位)1735萬元，建物款(含車位)744萬元。,RPOPMLOLKINFFAF97CA
板橋區,房地(土地+建物),新北市板橋區民生路三段301~330號,4.87,住,,,1071105,土地1建物1車位0,十層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,950914.0,145.55,4,2,2,有,有,15650000,107523.0,,0.0,0,內含獨立產權公設，未包含在棟數內。含增建或未登記建物。,RPUSMLMLKINFFAF68CA
板橋區,房地(土地+建物),新北市板橋區英士路31~60號,8.97,商,,,1071122,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880603.0,116.09,3,2,2,有,有,16000000,137824.0,,0.0,0,,RPURMLQLKINFFAF98CA
板橋區,房地(土地+建物)+車位,新北市板橋區新海路151~180號,3.71,商,,,1071126,土地1建物1車位1,十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900724.0,78.71000000000002,3,1,1,有,有,10600000,134672.0,坡道機械,19.76,0,共有人數2人。含增建或未登記建物。內含獨立產權公設，未包含在棟數內。,RPWNMLPLKINFFAF68CA
板橋區,房地(土地+建物)+車位,新北市板橋區英士路61~90號,6.79,商,,,1071111,土地1建物1車位1,二十二層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860911.0,142.82,3,2,2,有,有,16800000,135781.0,坡道平面,36.03,2300000,,RPPPMLRJJHOFFAF08CA
新莊區,房地(土地+建物),新北市新莊區中信街61~90號,4.81,其他,,,1071204,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870808.0,49.91,2,2,2,有,有,5650000,113204.0,,0.0,0,,RPQRMLQLKINFFBF68CA
汐止區,房地(土地+建物)+車位,新北市汐止區湖前街110巷97弄1~30號,44.88,,山坡地保育區,丙種建築用地,1071117,土地8建物1車位1,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,881202.0,171.32,3,2,2,有,有,12200000,71212.0,坡道平面,36.95,0,,RPSOMLPLKINFFDF68CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路三段61~90號,20.93,住,,,1071114,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061016.0,166.23000000000005,3,2,2,有,有,9830000,60498.0,坡道平面,23.58,1200000,,RPXQMLPLKINFFEF86CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路三段101巷17弄31~60號,30.32,住,,,1071126,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990128.0,203.6,4,2,2,有,有,11600000,56974.0,坡道平面,35.66,0,,RPTPMLQLKINFFEF09CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段202巷31~60號,16.47,住,,,1071006,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060707.0,144.82999999999996,3,2,2,有,有,10860000,78117.0,坡道平面,26.29,1600000,,RPPQMLQLKINFFEF78CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段202巷61~90號,16.47,住,,,1071104,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060707.0,149.22,3,2,2,有,有,10930000,78549.0,坡道平面,30.44,1600000,,RPQQMLQLKINFFEF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段202巷61~90號,16.47,住,,,1071104,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060707.0,149.57999999999996,3,2,2,有,有,10880000,77892.0,坡道平面,30.44,1600000,,RPRQMLQLKINFFEF98CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段151~180號,9.37,商,,,1020910,土地1建物1車位1,三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229.0,135.05,3,2,2,有,有,8680000,73793.0,坡道平面,30.84,990000,,RPSQMLRLKINFFEF56CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段151~180號,8.16,商,,,1020930,土地1建物1車位1,二十四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229.0,121.04,2,2,1,有,有,6910000,65188.0,坡道平面,30.84,1030000,,RPUQMLRLKINFFEF76CA
三芝區,房地(土地+建物),新北市三芝區樂全街61~90號,20.74,,山坡地保育區,丙種建築用地,1071121,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850601.0,49.41,1,0,1,有,有,1000000,20239.0,,0.0,0,,RPOQMLSJJHOFFEF58CA
八里區,房地(土地+建物)+車位,新北市八里區忠孝路301~330號,32.26,住,,,1060825,土地2建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022.0,177.09,3,2,2,有,有,9870000,61414.0,坡道平面,32.66,1000000,,RPORMLKKJHOFFEF97CA
八里區,房地(土地+建物)+車位,新北市八里區忠孝路301~330號,20.91,住,,,1070913,土地2建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022.0,128.02,2,2,1,有,有,6870000,63339.0,坡道平面,32.66,830000,,RPPRMLKKJHOFFEF08CA
八里區,房地(土地+建物)+車位,新北市八里區忠孝路301~330號,23.9,住,,,1071101,土地2建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022.0,138.14,2,2,1,有,有,7000000,59443.0,坡道平面,32.66,730000,,RPQRMLKKJHOFFEF18CA
八里區,房地(土地+建物)+車位,新北市八里區忠孝路301~330號,20.91,住,,,1070607,土地2建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022.0,125.34,2,2,1,有,有,5570000,47117.0,坡道平面,31.53,1150000,,RPRRMLKKJHOFFEF28CA
八里區,房地(土地+建物)+車位,新北市八里區忠孝路301~330號,23.9,住,,,1071101,土地2建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022.0,138.44,2,2,1,有,有,7000000,59085.0,坡道平面,32.66,750000,,RPSRMLKKJHOFFEF38CA
八里區,房地(土地+建物)+車位,新北市八里區忠孝路301~330號,32.86,住,,,1060829,土地2建物1車位2,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022.0,209.76,3,2,2,有,有,10890000,61548.0,坡道平面,65.32,2000000,權利人共兩人車位總價不拆分,RPURMLKKJHOFFEF58CA
八里區,房地(土地+建物)+車位,新北市八里區忠孝路301~330號,23.9,住,,,1070607,土地2建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022.0,138.44,2,2,1,有,有,6340000,48119.0,坡道平面,32.66,1250000,,RPVRMLKKJHOFFEF68CA
八里區,房地(土地+建物)+車位,新北市八里區忠孝路301~330號,20.91,住,,,1071115,土地2建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022.0,127.2,2,2,1,有,有,8000000,75841.0,坡道平面,32.66,830000,,RPWRMLKKJHOFFEF78CA
八里區,房地(土地+建物)+車位,新北市八里區忠孝路301~330號,32.26,住,,,1060905,土地2建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022.0,177.09,3,2,2,有,有,9870000,61414.0,坡道平面,32.66,1000000,,RPXRMLKKJHOFFEF88CA
三重區,房地(土地+建物)+車位,新北市三重區集英路91~120號,42.79,商,,,1071109,土地1建物1車位3,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040702.0,404.56,4,2,3,有,有,46660000,127023.0,坡道平面,96.27,7500000,,RPVNMLPLKINFFGF56CA
三重區,房地(土地+建物),新北市三重區重新路一段121~150號,5.22,其他,,,1071129,土地1建物1車位0,八層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220.0,95.1,2,2,1,有,有,14700000,154574.0,,0.0,0,,RPWNMLPLKINFFGF66CA
中和區,房地(土地+建物)+車位,新北市中和區中正路167巷31~60號,41.89,住,,,1071117,土地1建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820510.0,295.61,5,2,2,有,有,28000000,94719.0,坡道平面,0.0,0,,RPTNMLSJJHOFFHF09CA
中和區,房地(土地+建物),新北市中和區復興路61~90號,16.58,住,,,1071120,土地1建物1車位0,六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850108.0,120.03,3,2,2,有,有,12200000,101641.0,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPOMLKKJHOFFHF08CA
中和區,房地(土地+建物)+車位,新北市中和區福祥路61~90號,13.1,其他,,,1071119,土地5建物1車位1,十五層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960828.0,144.10000000000005,2,1,2,有,有,10000000,69396.0,坡道平面,40.87,0,親友、員工或其他特殊關係間之交易。;,RPTOMLRLKINFFHF76CA
樹林區,房地(土地+建物),新北市樹林區中正路631~660號,4.47,住,,,1071108,土地1建物1車位0,十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831111.0,70.62,2,1,1,有,有,5350000,75758.0,,0.0,0,,RPROMLOKJHOFFIF78CA
板橋區,房地(土地+建物)+車位,新北市板橋區廣和街31~60號,18.85,住,,,1071125,土地1建物1車位1,二十層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970515.0,165.70999999999995,3,2,2,有,有,18290000,121007.0,坡道平面,31.09,2000000,含增建或未登記建物。,RPVOMLNJJHOFFAF28DA
板橋區,房地(土地+建物)+車位,新北市板橋區雙十路一段1~30號,19.13,住,,,1071129,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980827.0,170.19,3,2,2,有,有,21000000,142281.0,坡道平面,38.76,2300000,含增建或未登記建物。;,RPTTQLRLKINFFAF07DA
汐止區,房地(土地+建物)+車位,新北市汐止區樟樹二路271~300號,25.05,住,,,1071030,土地1建物1車位1,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900314.0,165.25,3,2,2,有,有,13700000,94107.0,坡道平面,35.61,1500000,含增建或未登記建物。登記兩人共有,RPSNMLPLKINFFDF68DA
汐止區,房地(土地+建物),新北市汐止區新臺五路二段211~240號,3.9,住,,,1071125,土地2建物1車位0,十六層,三十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,851230.0,82.2,2,1,1,有,有,5630000,68491.0,,0.0,0,含增建或未登記建物。,RPQNMLSLKINFFDF78DA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區光華路110巷1~30號,18.7,住,,,1071128,土地1建物1車位1,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820116.0,138.79,3,2,2,有,有,12600000,113933.0,坡道平面,43.12,1700000,,RPOVMLPLKINFFGF76DA
三峽區,房地(土地+建物)+車位,新北市三峽區學府路91~120號,18.31,住,,,1071128,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980420.0,147.41,3,2,2,有,有,10800000,70980.0,坡道平面,13.57,1300000,含增建或未登記建物。,RPPOMLSLKINFFIF66DA
汐止區,房地(土地+建物)+車位,新北市汐止區福德一路86巷31~60號,19.51,住,,,1071208,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860531.0,141.39,3,2,2,有,有,11050000,78153.0,坡道平面,29.81,0,,RPRNMLQLKINFFDF78EA
樹林區,房地(土地+建物)+車位,新北市樹林區學勤路511~540號,22.37,住,,,1071203,土地1建物1車位1,十四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960929.0,187.73,3,2,2,有,有,16800000,89490.0,坡道平面,34.09,0,,RPVOMLSJJHOFFIF07EA
板橋區,房地(土地+建物),新北市板橋區國慶路271~300號,13.35,商,,,1071028,土地1建物1車位0,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,800624.0,182.15,5,2,2,有,有,19100000,104859.0,,0.0,0,,RPURMLSLJHOFFAF66EA
三重區,房地(土地+建物)+車位,新北市三重區仁義街331~360號,26.69,住,,,1070910,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961130.0,169.32,3,2,2,有,有,16800000,111840.0,坡道平面,35.2,1800000,含增建或未登記建物。,RPUWMLSLKINFFGF77DA
中和區,房地(土地+建物)+車位,新北市中和區景德街1~30號,8.76,住,,,1071109,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861104.0,157.06,4,2,2,有,有,15000000,109635.0,坡道平面,36.66,1800000,,RPOPMLSLKINFFHF56DA
汐止區,房地(土地+建物)+車位,新北市汐止區樟樹二路241~270號,19.44,住,,,1070909,土地1建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890819.0,162.31,3,2,2,有,有,12500000,87726.0,坡道平面,36.92,1500000,含增建或未登記建物。,RPSNMLTLJHOFFDF98DA
淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段151~180號,10.57,商,,,1071118,土地1建物1車位1,二十層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229.0,148.70999999999995,3,2,2,有,有,9580000,71095.0,坡道平面,30.84,1200000,,RPUNMLSLKINFFEF66DA
汐止區,房地(土地+建物)+車位,新北市汐止區大同路二段241~270號,8.82,住,,,1071021,土地1建物1車位1,二十一層，二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840126.0,145.03,2,2,2,有,有,12900000,103046.0,坡道平面,35.37,1600000,含增建或未登記建物。,RPSOMLLKJHOFFDF18DA
淡水區,房地(土地+建物),新北市淡水區淡水區中正路二段22巷1~30號,7.09,商,,,1071202,土地1建物1車位0,六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850217.0,116.91,3,2,2,有,有,5990000,51240.0,,0.0,0,含增建或未登記建物。;,RPPNMLKMKINFFEF08DA
中和區,房地(土地+建物),新北市中和區景平路61~90號,4.67,住,,,1071114,土地1建物1車位0,十二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861104.0,64.62,2,2,1,有,有,9100000,140823.0,,0.0,0,含增建或未登記建物。;,RPUNMLKLJHOFFHF58CA
中和區,房地(土地+建物),新北市中和區景平路391~420號,8.23,住,,,1071027,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960321.0,86.61,2,2,1,有,有,11700000,135088.0,,0.0,0,含增建或未登記建物。;,RPQQMLQLKINFFHF56CA
永和區,房地(土地+建物)+車位,新北市永和區環河西路二段209巷1~30號,8.27,住,,,1071128,土地1建物1車位1,十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870122.0,105.61,3,1,1,有,有,10300000,97529.0,坡道平面,37.84,0,,RPRPMLQLKINFFHF56CA
中和區,房地(土地+建物),新北市中和區興南路一段1~30號,18.42,商,,,1071121,土地4建物1車位0,五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,800624.0,184.27,4,2,2,有,有,23000000,124817.0,,0.0,0,含增建或未登記建物。;,RPOOMLQLKINFFHF78CA
中和區,房地(土地+建物),新北市中和區南華路1~30號,13.12,住,,,1071020,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,920128.0,89.71,2,2,1,有,有,13840000,154275.0,,0.0,0,含增建或未登記建物。;,RPTNMLQLKINFFHF56CA
中和區,房地(土地+建物),新北市中和區連城路541~570號,14.85,住,,,1071114,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851213.0,118.92,4,2,4,有,有,12000000,100908.0,,0.0,0,,RPPNMLOJJHOFFHF28CA
蘆洲區,房地(土地+建物),新北市蘆洲區光華路36巷1~30號,16.01,住,,,1071118,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820908.0,96.33,3,2,1,有,無,10000000,103810.0,,0.0,0,,RPSOMLRLKINFFGF56CA
三芝區,房地(土地+建物),新北市三芝區樂全街121~150號,16.93,,山坡地保育區,丙種建築用地,1071215,土地1建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850529.0,41.25,1,0,1,有,有,980000,23758.0,,0.0,0,,RPRQMLSJJHOFFEF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區八勢路50巷31~60號,41.08,住,,,1070920,土地1建物1車位1,十五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1060602.0,188.56,3,2,2,有,有,18600000,109787.0,坡道平面,34.17,1650000,,RPWPMLSLKINFFEF96CA
淡水區,房地(土地+建物)+車位,新北市淡水區八勢路50巷61~90號,42.14,住,,,1071110,土地1建物1車位1,四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1060602.0,187.78,3,2,2,有,有,18000000,102963.0,坡道平面,29.47,1700000,,RPUPMLSLKINFFEF76CA
淡水區,房地(土地+建物)+車位,新北市淡水區後洲路一段151~180號,29.86,住,,,1071118,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990208.0,183.63,3,2,2,有,有,8650000,47106.0,坡道平面,15.52,0,,RPRPMLQLKINFFEF88CA
汐止區,房地(土地+建物)+車位,新北市汐止區大同路二段322巷1~30號,11.66,住,,,1071113,土地1建物1車位1,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831024.0,130.34,4,2,2,有,有,10000000,76722.0,坡道平面,0.0,0,,RPXOMLQLKINFFDF66CA
汐止區,房地(土地+建物)+車位,新北市汐止區大同路三段601~630號,8.79,住,,,1071118,土地1建物1車位1,十九層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880203.0,114.9,3,2,2,有,有,5520000,48042.0,坡道機械,0.0,0,,RPSOMLRLKINFFDF88CA
汐止區,房地(土地+建物)+車位,新北市汐止區福德一路1~30號,14.94,住,,,1071201,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960212.0,128.25,3,2,2,有,有,12000000,93567.0,坡道平面,18.1,0,,RPQOMLRLKINFFDF68CA
土城區,房地(土地+建物),新北市土城區學府路一段115巷1~30號,17.71,住,,,1071122,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820824.0,114.61,3,2,2,有,有,12900000,112556.0,,0.0,0,,RPUNMLOJJHOFFAF08CA
板橋區,房地(土地+建物),新北市板橋區三民路二段35巷1~30號,12.96,住,,,1070907,土地1建物1車位0,十三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,810305.0,162.52,4,2,2,有,有,20800000,127984.0,,0.0,0,含增建或未登記建物。;,RPUNMLSLKINFFAF78CA
板橋區,房地(土地+建物),新北市板橋區金門街31巷1~30號,21.47,住,,,1071021,土地1建物1車位0,一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,791221.0,145.31,4,2,2,有,有,13000000,89464.0,,0.0,0,,RPRSQLRLKINFFAF66CA
板橋區,房地(土地+建物)+車位,新北市板橋區漢生東路241~270號,20.73,其他,,,1071208,土地1建物1車位2,十四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990705.0,320.67,3,2,3,有,有,45000000,140331.0,坡道平面,87.64,0,內含獨立產權車位，未包含在棟數內。,RPRSMLQLKINFFAF78CA
板橋區,房地(土地+建物)+車位,新北市板橋區宏國路1~30號,16.1,住,,,1071014,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930601.0,172.92000000000004,4,2,2,有,有,22200000,128383.0,坡道平面,0.0,0,含增建或未登記建物。本案車位面積無法拆算。,RPTNMLSLKINFFAF68CA
土城區,房地(土地+建物)+車位,新北市土城區中央路四段279巷1~30號,17.24,住,,,1071126,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950817.0,167.1,3,2,2,有,有,12700000,76002.0,坡道平面,34.26,0,含增建或未登記建物。,RPPTMLSLKINFFAF88CA
